Player,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,labels
Rony Seikaly,0.92,2.15,3.08,0.05,-3.04,0.32,-2.73,0.18,299.77,624.54,0.45,0.46,2.62,0.11,299.31,621.92,0.45,0.45,225.92,330.23,0.66,176.0,348.38,524.38,72.08,37.0,70.38,158.38,192.69,825.92,1
Rory Sparrow,0.58,1.23,1.8,0.01,-3.1,-1.31,-4.44,-0.12,212.83,459.0,0.42,6.17,24.39,0.23,206.67,434.61,0.42,0.43,61.5,78.28,0.76,28.89,86.94,115.83,268.83,54.89,6.44,101.22,128.11,493.33,2
Rory White,0.5,0.36,0.86,0.04,-2.52,-2.51,-5.01,-0.2,131.38,261.12,0.48,0.12,1.62,0.2,131.25,259.5,0.48,0.48,58.75,87.38,0.63,48.38,54.5,102.88,30.88,25.25,6.88,44.25,68.88,321.62,0
Roshown McLeod,-0.2,0.32,0.14,0.01,-3.6,-2.06,-5.64,-0.38,96.6,231.8,0.43,1.4,13.4,0.09,95.2,218.4,0.54,0.43,36.2,43.4,0.82,25.8,59.8,85.6,36.4,12.8,4.4,39.6,57.6,230.8,0
Rowland Garrett,0.29,0.5,0.8,0.08,-2.47,-1.64,-4.1,-0.23,86.22,196.67,0.43,8.56,29.78,0.31,86.22,196.67,0.43,0.43,34.11,43.56,0.77,38.44,72.11,92.89,16.67,16.33,8.33,13.43,54.67,206.56,0
Roy Hamilton,-0.35,0.15,-0.2,-0.07,-6.0,-8.25,-14.25,-0.55,58.0,145.0,0.37,0.0,1.0,0.16,58.0,144.0,0.37,0.37,52.0,76.0,0.59,23.5,31.5,55.0,96.0,24.0,2.5,59.5,41.5,168.0,3
Roy Hibbert,1.09,2.34,3.41,0.11,-2.23,2.45,0.2,0.84,245.64,526.18,0.5,0.55,2.18,0.1,245.09,524.0,0.5,0.5,129.27,170.64,0.76,143.73,249.82,393.55,82.36,22.64,108.36,97.27,197.0,621.09,2
Roy Hinson,1.58,1.88,3.46,0.08,-1.84,0.31,-1.53,0.5,322.9,649.8,0.5,0.0,1.4,0.07,322.9,648.4,0.5,0.5,192.6,258.3,0.7,121.5,275.4,396.9,59.4,37.5,102.2,117.8,216.3,838.4,1
Roy Marble,-0.3,0.05,-0.25,-0.19,-9.9,-1.5,-11.4,-0.15,9.0,35.0,0.22,0.0,1.0,0.16,9.0,34.0,0.23,0.22,9.5,16.0,0.33,9.0,7.0,16.0,6.0,3.5,1.5,8.5,8.5,27.5,3
Roy Rogers,-0.0,0.34,0.32,-0.0,-6.08,0.96,-5.14,-0.16,59.4,124.2,0.4,0.2,0.4,0.32,59.2,123.8,0.4,0.4,15.4,29.4,0.42,37.6,62.4,100.0,11.8,5.8,43.4,21.2,57.2,134.4,0
Roy Tarpley,1.1,2.25,3.3,0.13,-0.6,1.05,0.47,0.68,242.83,502.33,0.5,1.0,5.67,0.1,241.83,496.67,0.5,0.5,102.17,137.33,0.76,160.67,306.5,467.17,48.67,52.83,54.83,92.83,158.33,588.83,2
Royal Ivey,0.16,0.28,0.43,0.01,-3.56,-1.42,-4.97,-0.22,54.75,134.5,0.37,14.67,40.33,0.33,40.08,94.17,0.39,0.43,20.33,28.75,0.69,12.75,36.5,49.25,44.0,20.75,3.33,22.17,66.33,144.5,0
Royce White,0.0,0.0,0.0,-0.12,-9.1,-1.3,-10.4,0.0,0.0,1.0,0.0,0.0,0.0,0.2,0.0,1.0,0.0,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3
Ruben Boumtje-Boumtje,-0.03,0.1,0.07,0.04,-3.57,2.43,-1.1,-0.03,4.67,12.67,0.2,0.0,0.0,0.0,4.67,12.67,0.2,0.2,5.0,9.0,0.73,7.33,11.67,19.0,2.0,1.33,5.67,4.67,13.33,14.33,3
Ruben Garces,-0.07,0.07,0.0,-0.08,-5.83,2.03,-3.8,0.0,4.67,14.67,0.26,0.0,0.0,0.2,4.67,14.67,0.26,0.26,1.33,5.33,0.4,10.67,8.67,19.33,3.33,2.0,1.33,3.33,9.33,10.67,3
Ruben Nembhard,0.0,0.1,0.13,0.04,-3.3,-2.27,-5.57,-0.03,10.67,24.67,0.45,0.0,4.0,0.0,10.67,20.67,0.55,0.45,5.33,6.67,0.8,2.0,3.33,5.33,11.33,6.0,0.0,5.33,8.0,26.67,0
Ruben Patterson,1.92,1.18,3.11,0.09,-0.02,-0.16,-0.18,1.02,250.42,484.58,0.5,3.0,17.42,0.14,247.42,467.17,0.52,0.51,147.08,231.17,0.63,116.5,128.58,245.08,106.42,68.92,22.5,109.67,130.67,650.92,2
Ruben Wolkowyski,-0.15,0.1,-0.05,-0.03,-7.1,-2.2,-9.25,-0.25,13.5,41.5,0.41,0.0,1.5,0.0,13.5,40.0,0.5,0.41,13.0,19.0,0.49,6.0,17.5,23.5,2.0,3.0,9.0,6.5,20.5,40.0,0
Rudy Fernandez,2.12,1.4,3.52,0.11,2.02,-0.5,1.55,1.4,185.0,463.25,0.4,103.25,286.75,0.35,81.75,176.5,0.47,0.51,90.25,107.5,0.82,32.0,120.0,152.0,138.5,62.25,10.0,71.5,92.25,563.5,2
Rudy Gay,1.65,2.11,3.73,0.08,0.15,0.29,0.43,1.35,420.2,935.33,0.44,62.73,183.53,0.34,357.47,751.8,0.47,0.48,209.07,261.47,0.8,88.6,268.07,356.67,141.33,81.0,48.33,149.2,149.27,1112.2,1
Rudy Gobert,3.92,3.68,7.6,0.17,-1.27,4.05,2.75,3.05,226.25,369.75,0.58,0.0,0.75,0.0,226.25,369.0,0.58,0.58,168.5,274.25,0.58,209.5,448.75,658.25,76.0,41.5,144.75,101.25,160.25,621.0,1
Rudy Hackett,-0.07,0.0,0.0,-0.09,-8.2,-5.07,-13.23,-0.03,2.0,6.67,0.22,3.0,12.0,0.2,2.0,6.67,0.22,0.22,5.33,9.33,0.55,2.67,6.0,8.67,2.0,0.0,0.67,13.97,5.33,9.33,3
Rudy Macklin,0.03,1.03,1.1,0.06,-2.83,-1.27,-4.1,-0.2,130.67,291.33,0.44,0.0,2.33,0.1,130.67,289.0,0.44,0.44,82.0,105.67,0.8,67.67,87.0,154.67,40.33,27.33,10.0,69.0,143.67,343.33,2
Rudy Tomjanovich,4.72,1.67,6.41,0.12,0.88,-1.27,-0.37,1.17,511.82,1021.82,0.49,7.64,28.36,0.23,508.73,1010.0,0.49,0.49,189.91,242.36,0.77,119.55,284.73,563.45,143.0,42.64,19.45,39.31,176.09,1216.64,1
Rudy White,-0.04,0.1,0.03,0.02,-3.74,-1.7,-5.44,-0.17,25.57,63.86,0.42,4.86,17.14,0.24,25.57,63.57,0.42,0.42,12.43,16.14,0.82,5.14,13.57,18.71,18.86,8.71,1.14,11.9,21.29,63.57,0
Rumeal Robinson,-0.18,0.64,0.45,-0.0,-3.21,-1.56,-4.76,-0.1,103.18,241.91,0.41,12.55,36.55,0.33,90.64,205.36,0.43,0.44,40.45,66.27,0.56,16.0,46.27,62.27,119.55,31.18,5.36,60.55,64.27,259.36,0
Russ Lee,-0.13,0.3,0.17,0.03,-1.77,-1.0,-2.7,-0.03,38.67,99.0,0.39,9.33,31.33,0.31,38.67,99.0,0.39,0.39,16.67,24.33,0.64,19.0,41.67,38.0,21.67,19.0,3.33,14.93,27.33,94.0,0
Russ Schoene,0.28,0.75,1.05,0.06,-2.02,-1.2,-3.23,-0.22,138.0,310.5,0.44,10.5,31.5,0.24,127.5,279.0,0.45,0.46,41.33,55.33,0.74,63.33,101.67,165.0,39.0,24.33,15.67,51.5,127.5,327.83,0
Russ Smith,-0.12,0.08,-0.08,-0.1,-5.98,-1.85,-7.82,-0.05,5.75,18.0,0.31,1.25,6.75,0.19,4.5,11.25,0.38,0.35,8.0,9.75,0.81,0.75,4.5,5.25,6.75,2.75,0.25,7.75,7.75,20.75,3
Russell Cross,0.5,0.3,0.8,0.11,-0.6,-1.3,-1.8,0.0,64.0,112.0,0.57,0.0,0.0,0.0,64.0,112.0,0.57,0.57,38.0,91.0,0.42,35.0,47.0,82.0,22.0,12.0,7.0,19.0,58.0,166.0,0
Russell Westbrook,5.68,3.21,8.87,0.17,5.2,1.24,6.47,5.4,582.11,1343.67,0.43,78.44,250.89,0.3,503.67,1092.78,0.46,0.46,441.33,536.56,0.82,123.33,337.67,461.0,588.11,128.22,21.89,291.11,179.56,1684.0,1
Rusty LaRue,-0.12,0.2,0.1,-0.01,-4.3,-0.94,-5.22,-0.18,37.4,99.4,0.37,10.8,34.0,0.41,26.6,65.4,0.34,0.44,11.6,13.8,0.74,4.4,20.8,25.2,30.4,12.4,2.2,18.8,29.4,97.2,0
Ryan Anderson,3.51,1.19,4.7,0.14,2.88,-2.12,0.79,1.17,280.56,664.11,0.42,131.56,345.22,0.38,149.0,318.89,0.47,0.52,120.22,139.67,0.86,126.11,209.56,335.67,56.11,33.78,21.67,61.0,123.44,812.89,2
Ryan Bowen,0.53,0.71,1.26,0.14,-0.97,1.73,0.76,0.33,54.4,119.2,0.5,1.4,6.8,0.23,53.0,112.4,0.51,0.51,21.7,31.3,0.72,50.6,55.4,106.0,25.0,32.5,13.8,16.8,75.2,131.9,0
Ryan Gomes,1.44,0.98,2.41,0.05,-1.92,-0.88,-2.81,0.3,236.38,531.12,0.43,41.75,119.5,0.28,194.62,411.62,0.47,0.46,101.25,126.75,0.78,77.12,202.75,279.88,89.0,43.88,9.75,68.75,117.75,615.75,2
Ryan Hollins,0.44,0.36,0.79,0.08,-3.09,-0.01,-3.11,-0.08,52.0,89.62,0.58,0.0,0.06,0.02,52.0,89.56,0.58,0.58,40.44,63.69,0.61,36.5,52.06,88.56,11.06,7.0,21.31,29.19,78.44,144.44,0
Ryan Humphrey,-0.42,0.24,-0.18,-0.07,-6.86,-0.46,-7.34,-0.38,22.6,69.4,0.31,0.0,0.6,0.12,22.6,68.8,0.33,0.31,12.8,23.0,0.58,24.0,33.6,57.6,5.8,5.8,7.4,14.2,37.6,58.0,3
Ryan Kelly,0.37,0.38,0.78,0.04,-3.42,0.17,-3.22,-0.08,81.0,214.25,0.35,25.5,80.75,0.3,55.5,133.5,0.37,0.41,57.75,72.5,0.79,19.25,106.75,126.0,53.75,19.75,21.0,26.5,77.25,245.25,0
Ryan Lorthridge,0.2,0.2,0.4,0.03,-2.0,-1.7,-3.7,-0.3,106.0,223.0,0.48,3.0,14.0,0.21,103.0,209.0,0.49,0.48,57.0,88.0,0.65,24.0,47.0,71.0,101.0,28.0,1.0,57.0,42.0,272.0,0
Ryan Reid,0.0,0.0,0.1,0.14,0.5,-6.0,-5.5,0.0,4.0,5.0,0.8,0.0,0.0,0.2,4.0,5.0,0.8,0.8,0.0,0.0,0.71,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,8.0,0
Ryan Robertson,0.0,0.0,0.0,-0.02,-5.3,-3.1,-8.4,0.0,2.0,6.0,0.33,0.0,2.0,0.0,2.0,4.0,0.5,0.33,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3
Ryan Stack,-0.1,0.15,0.15,0.03,-5.1,0.45,-4.65,-0.15,15.5,44.0,0.36,0.0,0.5,0.1,15.5,43.5,0.36,0.36,18.5,23.5,0.81,17.0,22.5,39.5,5.0,3.0,11.0,13.0,39.0,49.5,0
Salah Mejri,0.95,1.2,2.15,0.16,-3.1,3.75,0.65,0.4,68.5,107.5,0.64,0.5,2.0,0.17,68.0,105.5,0.64,0.64,31.5,53.5,0.59,69.0,146.5,215.5,12.0,20.0,48.5,31.5,103.0,169.0,2
Salim Stoudamire,0.57,0.13,0.77,0.04,-0.87,-4.5,-5.37,-0.7,148.67,365.67,0.4,55.67,152.0,0.36,93.0,213.67,0.42,0.47,67.0,76.0,0.87,7.33,64.0,71.33,54.67,18.33,3.33,52.67,80.0,420.0,0
Sam Bowie,0.86,1.81,2.68,0.08,-2.17,1.45,-0.7,0.72,212.7,470.2,0.46,3.2,10.6,0.23,209.5,459.6,0.46,0.46,127.8,170.8,0.73,119.2,265.3,384.5,107.5,26.3,90.9,97.8,155.3,556.4,2
Sam Cassell,3.19,1.08,4.29,0.13,2.34,-1.84,0.52,1.22,286.68,634.82,0.44,35.36,106.64,0.31,251.32,528.18,0.47,0.47,179.68,208.59,0.87,31.23,130.32,161.55,295.18,53.68,8.55,122.86,139.27,788.41,2
Sam Dekker,1.9,1.2,3.1,0.1,-0.4,-0.6,-1.1,0.3,203.0,429.0,0.47,60.0,187.0,0.32,143.0,242.0,0.59,0.54,38.0,68.0,0.56,94.0,190.0,284.0,76.0,38.0,21.0,41.0,83.0,504.0,2
Sam Jacobson,0.3,0.08,0.4,0.09,-1.92,-3.34,-5.26,-0.1,45.6,89.4,0.53,3.6,9.8,0.28,42.0,79.6,0.57,0.54,12.8,17.4,0.63,10.6,19.6,30.2,13.6,12.6,1.2,13.4,49.4,107.6,0
Sam Lacey,0.57,2.87,3.42,0.07,-1.71,2.71,1.03,1.98,289.53,656.47,0.45,7.07,24.6,0.03,289.33,655.33,0.45,0.45,118.33,160.4,0.69,116.67,371.93,652.93,255.4,75.67,81.27,75.93,240.8,697.6,1
Sam Mack,0.84,0.3,1.12,0.07,-0.04,-2.06,-2.11,0.1,97.78,240.56,0.39,46.22,122.0,0.34,51.56,118.56,0.43,0.48,34.11,40.67,0.84,13.67,56.11,69.78,43.44,22.11,4.56,28.11,61.44,275.89,0
Sam Mitchell,2.01,1.19,3.21,0.09,-1.35,-1.14,-2.48,-0.13,247.69,554.31,0.45,5.0,22.46,0.17,242.69,531.85,0.46,0.45,163.92,209.15,0.78,96.23,189.23,285.46,83.77,42.15,23.15,64.46,193.0,664.31,2
Sam Pellom,0.07,0.67,0.78,0.0,-6.18,-3.65,-9.82,0.07,59.33,128.5,0.41,0.0,0.33,0.13,59.33,128.17,0.41,0.41,27.17,37.5,0.72,40.67,74.83,115.5,16.0,15.17,25.17,29.67,78.0,145.83,0
Sam Perkins,3.51,2.41,5.91,0.14,0.79,0.42,1.23,1.76,309.42,672.79,0.45,45.95,127.32,0.32,263.47,545.47,0.47,0.5,196.26,241.95,0.81,130.89,300.16,431.05,112.16,61.32,53.42,89.16,179.05,861.05,1
Sam Sibert,-0.1,0.0,-0.1,-0.1,-0.9,-1.4,-2.1,0.0,4.0,13.0,0.31,13.0,46.0,0.2,4.0,13.0,0.31,0.31,4.0,5.0,0.8,19.0,75.0,4.0,0.0,40.0,4.0,16.7,4.0,12.0,0
Sam Smith,0.25,0.3,0.5,0.08,-1.5,-1.0,-2.5,0.0,58.0,138.5,0.41,4.0,18.0,0.27,54.0,121.0,0.43,0.42,37.5,43.5,0.83,11.0,20.5,31.5,29.0,16.5,7.0,20.5,33.0,157.5,0
Sam Vincent,0.81,0.76,1.57,0.07,-1.39,-1.5,-2.88,-0.08,152.56,339.11,0.44,2.67,12.11,0.24,149.89,327.0,0.45,0.45,101.0,116.89,0.87,21.44,86.44,107.89,213.78,35.89,8.44,87.89,82.56,408.78,2
Sam Williams,0.38,1.55,1.93,0.09,-2.58,1.83,-0.73,0.48,145.33,294.33,0.47,0.0,0.67,0.07,145.33,293.67,0.48,0.47,64.0,97.83,0.67,87.33,160.17,247.5,36.33,46.33,67.17,67.83,151.67,354.67,2
Sam Worthen,-0.2,0.5,0.35,-0.03,-4.6,-1.95,-6.5,0.0,48.5,98.5,0.45,0.0,2.0,0.16,48.5,96.5,0.45,0.45,22.5,30.0,0.77,11.5,46.5,58.0,59.0,28.5,3.0,46.5,59.0,119.5,0
Sam Young,0.15,0.78,0.9,0.05,-3.58,-0.1,-3.7,-0.17,100.83,232.17,0.39,9.0,32.0,0.29,91.83,200.17,0.4,0.42,47.67,64.33,0.71,30.5,75.33,105.83,32.5,25.17,10.5,36.67,55.67,258.33,0
Samaki Walker,0.33,1.08,1.44,0.05,-4.92,0.09,-4.85,-0.19,93.6,202.6,0.4,0.1,0.9,0.11,93.5,201.7,0.4,0.4,50.3,79.8,0.67,62.7,146.2,208.9,25.2,13.4,31.6,40.3,89.5,237.6,0
Samardo Samuels,-0.07,0.27,0.2,0.01,-4.43,-1.97,-6.33,-0.57,79.0,177.33,0.43,0.0,1.33,0.0,79.0,176.0,0.43,0.43,54.67,83.67,0.63,49.33,72.67,122.0,15.0,12.67,13.67,38.33,77.0,212.67,0
Samuel Dalembert,1.38,2.56,3.95,0.11,-3.06,2.04,-1.02,0.55,216.15,414.85,0.51,0.08,0.92,0.08,216.08,413.92,0.51,0.51,91.77,129.92,0.69,176.08,357.92,534.0,35.77,33.62,118.92,97.77,200.08,524.15,2
Sarunas Jasikevicius,0.7,0.7,1.4,0.06,-0.85,-2.85,-3.72,-0.15,106.5,268.25,0.39,43.5,124.0,0.34,63.0,144.25,0.44,0.47,73.25,80.75,0.9,12.25,60.5,72.75,142.75,23.0,1.5,74.0,64.5,329.75,0
Sarunas Marciulionis*,2.07,0.77,2.87,0.1,0.67,-1.59,-0.89,0.53,224.43,444.14,0.49,18.14,49.14,0.3,206.29,395.0,0.5,0.51,194.57,253.29,0.77,41.71,75.29,117.0,115.29,65.57,4.43,102.14,138.71,661.57,2
Sasha Danilovic,0.62,1.15,1.78,0.09,0.05,-0.9,-0.85,0.28,144.75,331.0,0.44,51.0,137.5,0.38,93.75,193.5,0.48,0.51,74.25,93.5,0.8,17.5,62.0,79.5,62.75,30.75,5.25,67.25,92.25,414.75,2
Sasha Kaun,0.0,0.2,0.2,0.1,-3.5,2.7,-0.8,0.0,9.0,17.0,0.53,0.0,0.0,0.0,9.0,17.0,0.53,0.53,5.0,11.0,0.46,12.0,14.0,26.0,3.0,4.0,5.0,7.0,11.0,23.0,0
Sasha Pavlovic,-0.2,0.75,0.55,0.03,-3.47,0.05,-3.42,-0.24,84.54,209.46,0.39,24.62,70.85,0.33,59.92,138.62,0.42,0.45,26.54,39.54,0.58,14.54,64.85,79.38,41.0,21.69,8.08,36.31,81.54,220.23,0
Sasha Vujacic,0.77,0.72,1.5,0.03,-2.08,-1.6,-3.69,0.22,109.5,279.33,0.38,52.5,142.75,0.37,57.0,136.58,0.39,0.47,41.0,47.92,0.82,19.58,87.0,106.58,73.33,32.5,3.25,32.83,84.67,312.5,0
Scooter McCray,-0.17,0.3,0.13,0.01,-4.6,0.8,-3.8,-0.1,27.67,65.33,0.48,0.0,0.0,0.2,27.67,65.33,0.48,0.48,19.33,31.67,0.65,23.33,40.0,63.33,24.67,7.0,8.67,22.67,38.0,74.67,0
Scot Pollard,1.09,1.32,2.41,0.15,-1.88,1.65,-0.24,0.51,78.0,158.0,0.48,0.0,0.18,0.0,78.0,157.82,0.48,0.48,46.0,64.91,0.68,81.91,131.82,213.73,20.0,27.18,32.0,27.64,107.09,202.0,2
Scott Brooks,1.42,0.68,2.1,0.12,0.21,-1.62,-1.41,0.13,113.25,251.08,0.46,26.0,70.0,0.39,87.25,181.08,0.48,0.51,52.33,61.92,0.86,14.33,48.25,62.58,143.67,42.83,2.83,41.5,73.67,304.83,0
Scott Burrell,0.77,0.96,1.72,0.09,-0.22,0.14,-0.06,0.6,106.9,259.2,0.41,38.0,102.5,0.36,68.9,156.7,0.44,0.48,42.3,58.2,0.69,44.4,104.6,149.0,60.1,36.9,19.9,39.0,98.5,294.1,2
Scott English,-0.1,0.1,0.0,0.0,-2.5,0.6,-1.8,0.0,36.0,93.0,0.39,0.0,1.0,0.31,36.0,93.0,0.39,0.39,21.0,29.0,0.72,73.0,150.0,44.0,15.0,20.0,31.0,15.3,38.0,93.0,0
Scott Haffner,-0.25,0.15,-0.1,-0.03,-4.15,-1.85,-6.0,-0.35,48.0,119.0,0.39,1.5,11.5,0.07,46.5,107.5,0.43,0.4,9.0,13.5,0.59,4.5,23.0,27.5,44.5,8.0,1.5,18.5,28.5,106.5,0
Scott Haskin,0.0,0.3,0.3,0.09,-4.4,1.5,-2.9,0.0,21.0,45.0,0.47,0.0,0.0,0.0,21.0,45.0,0.47,0.47,13.0,19.0,0.68,17.0,38.0,55.0,6.0,2.0,15.0,13.0,33.0,55.0,0
Scott Hastings,0.21,0.56,0.75,0.08,-3.1,0.28,-2.82,-0.01,45.92,104.69,0.41,2.15,7.62,0.26,43.77,97.08,0.43,0.43,35.54,44.31,0.78,33.77,68.38,102.15,22.08,12.69,11.85,25.69,82.38,129.54,0
Scott Lloyd,-0.05,0.3,0.25,-0.02,-4.48,-0.77,-5.22,-0.31,76.9,183.6,0.36,5.8,20.7,0.05,76.7,182.9,0.36,0.36,47.4,66.9,0.68,52.3,83.2,135.5,43.2,12.4,9.5,41.08,102.0,201.4,0
Scott Machado,-0.1,0.0,-0.1,-0.23,-12.2,-2.9,-15.1,-0.1,3.0,6.0,0.5,0.0,1.0,0.0,3.0,5.0,0.6,0.5,2.0,2.0,1.0,0.0,1.0,1.0,6.0,2.0,0.0,8.0,0.0,8.0,3
Scott May,1.34,1.14,2.47,0.09,-1.07,-0.77,-1.84,0.29,204.57,442.86,0.46,3.71,13.86,0.22,204.57,441.71,0.46,0.46,118.0,145.43,0.8,72.57,134.57,207.14,87.14,40.71,6.29,63.46,112.86,527.14,2
Scott Meents,-0.1,0.1,0.05,-0.03,-5.55,2.25,-3.3,-0.05,13.0,36.0,0.34,0.5,0.5,0.6,12.5,35.5,0.33,0.35,9.5,13.5,0.62,5.0,15.0,20.0,7.5,5.5,3.5,7.5,8.5,36.0,0
Scott Padgett,0.53,0.81,1.32,0.08,-1.83,-0.41,-2.26,0.25,69.5,171.4,0.36,24.8,67.7,0.33,44.7,103.7,0.39,0.42,28.2,38.8,0.62,41.8,86.3,128.1,33.3,18.7,8.9,26.2,71.6,192.0,0
Scott Roth,-0.2,0.44,0.24,0.02,-4.08,-0.52,-4.58,-0.3,61.4,165.6,0.36,5.2,19.0,0.22,56.2,146.6,0.38,0.37,58.4,81.0,0.72,16.2,37.4,53.6,48.2,22.2,3.2,35.2,63.8,186.4,0
Scott Sims,-0.2,0.1,-0.2,-0.09,-5.8,-2.2,-8.0,-0.1,10.0,26.0,0.38,12.0,43.0,0.32,10.0,26.0,0.38,0.38,10.0,15.0,0.67,5.0,8.0,13.0,20.0,3.0,0.0,19.0,16.0,30.0,3
Scott Skiles,2.23,0.82,3.06,0.06,-0.39,-2.31,-2.7,0.33,229.0,525.9,0.41,52.4,138.1,0.36,176.6,387.8,0.42,0.46,154.8,174.1,0.87,27.5,125.1,152.6,388.1,50.0,2.9,149.7,134.3,665.2,2
Scott Wedman,2.06,1.67,3.73,0.08,-0.58,-0.45,-1.03,0.89,368.47,766.73,0.47,9.2,29.27,0.32,362.2,747.87,0.47,0.47,107.4,135.33,0.76,106.67,202.47,309.13,125.87,59.27,21.2,69.83,185.13,850.6,2
Scott Williams,0.61,0.84,1.45,0.07,-3.75,-0.04,-3.79,0.03,88.63,189.74,0.42,0.37,2.53,0.14,88.26,187.21,0.43,0.42,34.84,48.63,0.7,69.58,122.63,192.21,23.63,21.89,23.11,29.74,106.32,212.47,0
Scottie Pippen*,3.4,3.95,7.36,0.14,1.95,2.19,4.14,4.08,436.47,923.53,0.46,57.53,176.59,0.3,378.94,746.94,0.5,0.5,183.65,261.0,0.7,121.65,319.18,440.82,360.88,135.71,55.71,191.59,195.82,1114.12,1
Scotty Hopson,-0.1,0.0,-0.1,-0.41,-12.9,-4.3,-17.2,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,0.5,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,3
Sean Colson,-0.07,0.0,-0.07,-0.17,-5.57,-3.0,-8.53,-0.03,4.0,16.0,0.19,0.67,3.33,0.15,3.33,12.67,0.2,0.2,1.33,2.67,0.6,1.33,2.67,4.0,6.67,0.67,0.0,1.33,4.0,10.0,3
Sean Elliott,2.62,2.03,4.63,0.1,0.14,0.01,0.17,1.33,321.0,690.83,0.45,49.08,131.0,0.33,271.92,559.83,0.46,0.49,187.58,234.67,0.79,68.25,198.75,267.0,158.08,48.0,23.67,110.67,135.5,878.67,1
Sean Green,-0.58,0.12,-0.46,-0.16,-7.46,-3.96,-11.4,-0.34,43.2,115.8,0.32,5.0,20.4,0.26,38.2,95.4,0.34,0.34,8.8,13.6,0.7,9.2,14.6,23.8,12.2,10.2,3.8,18.0,16.8,100.2,3
Sean Higgins,-0.15,0.25,0.11,-0.04,-4.94,-1.33,-6.26,-0.36,85.75,197.75,0.36,12.38,39.38,0.21,73.38,158.38,0.38,0.38,24.38,28.62,0.86,18.0,45.0,63.0,33.38,11.12,4.75,35.0,51.12,208.25,0
Sean Kilpatrick,0.46,0.22,0.7,0.05,0.08,-3.42,-3.38,-0.14,111.6,259.0,0.41,37.4,109.8,0.32,74.2,149.2,0.59,0.49,65.6,76.0,0.9,9.4,70.2,79.6,43.8,14.6,2.0,40.0,39.0,326.2,0
Sean Lampley,0.3,0.2,0.55,0.14,-1.2,-2.0,-3.2,-0.05,34.5,74.5,0.54,0.0,2.0,0.16,34.5,72.5,0.55,0.54,32.5,47.0,0.68,14.0,33.0,47.0,16.5,3.5,2.0,14.0,22.5,101.5,0
Sean Marks,-0.04,0.28,0.25,0.04,-5.75,-0.85,-6.61,-0.15,23.55,52.55,0.45,0.45,2.27,0.15,23.09,50.27,0.46,0.45,10.45,15.73,0.68,14.36,31.18,45.55,4.55,3.0,7.91,10.55,31.09,58.0,0
Sean May,0.12,0.55,0.65,0.04,-3.65,-0.07,-3.75,-0.05,81.0,177.0,0.44,0.75,3.25,0.42,80.25,173.75,0.45,0.44,42.5,57.0,0.72,38.75,81.5,120.25,28.75,13.25,11.75,33.5,59.0,205.25,0
Sean Rooks,0.46,0.68,1.14,0.06,-3.26,-0.23,-3.49,-0.24,119.25,260.06,0.44,0.19,1.88,0.05,119.06,258.19,0.45,0.44,88.88,127.12,0.73,65.5,136.31,201.81,44.19,18.25,34.44,56.62,117.94,327.56,2
Sean Singletary,-0.13,0.17,0.03,0.01,-3.43,-1.27,-4.73,-0.13,20.67,56.67,0.36,6.67,16.67,0.4,14.0,40.0,0.35,0.42,12.0,14.0,0.89,6.67,16.67,23.33,19.33,7.33,0.0,15.33,30.0,60.0,0
Sean Williams,0.13,0.47,0.57,0.12,-2.8,2.97,0.13,0.03,40.5,78.33,0.52,0.0,0.17,0.03,40.5,78.17,0.52,0.52,22.5,35.0,0.75,32.67,50.17,82.83,8.67,8.5,28.33,21.67,57.0,103.5,0
Sebastian Telfair,0.01,0.42,0.43,0.03,-1.56,-2.45,-4.0,-0.47,124.07,318.79,0.39,30.5,95.64,0.3,93.57,223.14,0.42,0.44,58.64,75.43,0.78,12.07,61.29,73.36,159.93,33.86,6.5,69.5,97.93,337.29,0
Sedale Threatt,1.83,1.13,2.96,0.1,-0.14,-1.23,-1.37,0.38,242.72,501.89,0.47,11.0,38.94,0.23,231.72,462.94,0.49,0.49,81.28,99.89,0.8,23.33,82.5,105.83,224.0,70.67,8.72,80.44,135.67,577.72,2
Sedric Toney,-0.16,0.13,0.0,-0.08,-6.31,-3.27,-9.58,-0.3,28.22,77.44,0.34,6.33,18.22,0.28,21.89,59.22,0.38,0.36,20.89,26.89,0.74,4.33,16.0,20.33,48.33,9.67,0.11,23.22,32.11,83.67,3
Semaj Christon,-0.7,0.8,0.1,0.01,-5.0,-1.3,-6.3,-1.1,77.0,223.0,0.34,12.0,63.0,0.19,65.0,160.0,0.41,0.37,17.0,31.0,0.55,19.0,69.0,88.0,130.0,28.0,6.0,43.0,79.0,183.0,0
