Player,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,labels
Aaron Gray,0.15,0.52,0.65,0.06,-3.09,0.7,-2.36,0.03,46.27,91.55,0.51,0.0,0.36,0.0,46.27,91.18,0.51,0.51,19.73,34.45,0.56,47.09,80.82,127.91,22.82,10.27,9.64,28.55,72.36,112.27,0
Aaron Harrison,-0.15,0.05,-0.05,-0.08,-7.6,-1.0,-8.55,-0.05,2.5,11.5,0.13,1.5,6.0,0.15,1.0,5.5,0.11,0.17,3.0,7.0,0.46,2.0,7.0,9.0,2.5,3.0,0.0,2.0,6.0,9.5,3
Aaron James,1.56,1.06,2.64,0.08,-0.94,-2.1,-3.08,-0.34,321.8,669.4,0.48,2.6,10.2,0.31,321.8,669.4,0.48,0.48,122.2,160.8,0.76,109.8,184.2,294.0,74.0,31.6,13.8,56.82,194.4,765.8,2
Aaron McKie,0.82,1.79,2.64,0.09,-1.54,1.32,-0.22,0.82,150.24,348.41,0.42,25.94,75.0,0.3,124.29,273.41,0.45,0.46,63.94,81.71,0.76,34.12,144.65,178.76,144.82,64.12,11.71,72.06,110.71,390.35,2
Aaron Miles,-0.2,0.1,0.0,-0.02,-7.7,-0.5,-8.2,-0.2,6.0,18.0,0.33,0.0,0.0,0.32,6.0,18.0,0.33,0.33,4.0,4.0,1.0,0.0,14.0,14.0,24.0,4.0,1.0,11.0,13.0,16.0,3
Aaron Swinson,0.0,0.0,0.0,0.04,-2.9,-2.9,-5.8,0.0,10.0,18.0,0.56,0.0,0.0,0.31,10.0,18.0,0.56,0.56,4.0,5.0,0.8,3.0,5.0,8.0,3.0,1.0,0.0,5.0,8.0,24.0,0
Aaron Williams,0.74,0.82,1.58,0.05,-4.62,0.08,-4.54,0.13,88.85,178.85,0.49,0.05,0.85,0.03,88.8,178.0,0.49,0.49,53.15,72.1,0.72,57.95,100.75,158.7,26.25,16.0,29.85,37.1,101.5,230.9,0
Abdul Jeelani,1.55,1.15,2.7,0.11,-0.2,-0.9,-1.1,0.3,237.5,502.5,0.47,0.0,3.5,0.0,237.5,499.0,0.47,0.47,170.0,212.0,0.8,98.5,151.5,250.0,80.0,42.0,35.5,102.0,139.0,645.0,2
Acie Earl,-0.37,0.42,0.05,0.01,-5.68,-1.3,-6.98,-0.63,71.33,179.33,0.38,0.0,2.33,0.0,71.33,177.0,0.39,0.38,52.0,78.5,0.64,37.5,64.67,102.17,13.5,13.0,25.67,34.17,68.67,194.67,0
Acie Law,0.08,0.19,0.29,0.04,-3.02,-2.14,-5.16,-0.29,42.11,99.78,0.41,4.22,18.56,0.21,37.89,81.22,0.46,0.44,28.56,37.11,0.76,5.33,25.22,30.56,46.56,14.0,0.56,22.78,30.0,117.0,0
Adam Harrington,-0.03,0.03,0.03,-0.01,-4.87,-3.17,-8.03,-0.07,7.33,24.67,0.29,3.33,9.33,0.35,4.0,15.33,0.27,0.36,2.0,2.67,0.75,0.67,4.67,5.33,8.0,1.33,0.67,1.33,5.33,20.0,3
Adam Keefe,1.47,1.3,2.77,0.1,-1.44,0.62,-0.81,0.54,124.44,247.78,0.48,0.11,1.56,0.09,124.33,246.22,0.49,0.49,96.22,134.78,0.71,111.0,173.0,284.0,47.44,34.11,19.22,60.56,123.78,345.22,2
Adam Morrison,-0.72,0.42,-0.28,-0.01,-4.24,-1.96,-6.2,-0.72,109.4,295.0,0.36,31.2,94.2,0.3,78.2,200.8,0.39,0.41,31.8,44.6,0.67,20.0,64.4,84.4,52.6,9.8,3.2,40.8,70.0,281.8,0
Adonal Foyle,0.25,1.21,1.46,0.09,-3.82,3.02,-0.82,0.28,101.92,213.62,0.5,0.0,0.15,0.0,101.92,213.46,0.5,0.5,27.38,54.85,0.5,100.77,167.46,268.23,26.54,20.31,92.38,46.15,121.46,231.23,2
Adonis Jordan,-0.05,0.0,-0.05,0.02,-2.85,-3.05,-5.9,-0.05,4.0,13.5,0.38,1.5,6.0,0.15,2.5,7.5,0.62,0.41,1.0,2.0,0.64,1.5,1.5,3.0,11.0,1.5,0.5,4.0,3.0,10.5,0
Adonis Thomas,0.0,0.0,0.0,0.01,-3.57,-6.27,-9.83,-0.03,4.0,9.33,0.45,0.67,3.33,0.23,3.33,6.0,0.57,0.5,0.67,0.67,0.92,0.0,2.0,2.0,2.0,0.0,0.0,0.67,4.0,9.33,0
Adreian Payne,-0.44,0.2,-0.26,-0.01,-5.32,-1.3,-6.62,-0.4,51.6,127.8,0.38,2.8,13.0,0.14,48.8,114.8,0.42,0.39,18.2,27.4,0.64,25.0,68.6,93.6,19.2,12.4,7.2,26.4,57.0,124.2,0
Adrian Branch,0.12,0.4,0.52,0.06,-1.75,-1.6,-3.35,-0.08,82.75,181.75,0.45,2.25,9.75,0.36,80.5,172.0,0.45,0.45,40.75,54.75,0.75,28.5,34.75,63.25,24.0,20.75,4.25,31.25,48.25,208.5,0
Adrian Caldwell,-0.2,0.41,0.17,0.02,-6.04,-0.56,-6.57,-0.29,29.14,61.43,0.43,0.0,0.71,0.11,29.14,60.71,0.44,0.43,11.86,26.71,0.46,34.0,60.71,94.71,6.43,10.29,7.0,22.0,51.0,70.14,0
Adrian Dantley*,6.66,1.43,8.11,0.18,3.65,-1.35,2.3,2.63,485.11,905.42,0.52,1.74,7.16,0.21,484.74,903.21,0.52,0.52,412.26,505.21,0.81,136.26,200.16,336.42,171.26,58.16,9.84,153.19,156.26,1382.84,1
Adrian Griffin,0.5,0.96,1.48,0.07,-2.54,1.97,-0.57,0.55,74.09,170.0,0.41,4.55,16.36,0.26,69.55,153.64,0.41,0.42,27.64,36.45,0.68,48.64,94.18,142.82,61.82,41.18,5.55,32.0,82.36,180.36,0
Adrian Smith,0.4,0.2,0.5,0.1,-0.9,-1.2,-1.9,0.0,38.0,89.0,0.43,15.0,50.0,0.33,38.0,89.0,0.43,0.43,35.0,41.0,0.85,26.0,83.0,24.0,30.0,36.0,7.0,12.7,24.0,111.0,0
Al Attles,0.1,0.3,0.4,0.06,-0.8,-1.4,-2.1,0.0,22.0,54.0,0.41,14.0,46.0,0.32,22.0,54.0,0.41,0.41,24.0,41.0,0.58,19.0,74.0,40.0,58.0,41.0,4.0,16.8,59.0,68.0,0
Al Carlson,-0.2,0.3,0.1,0.01,-5.0,-0.3,-5.3,-0.2,27.0,79.0,0.34,9.0,32.0,0.0,27.0,79.0,0.34,0.34,18.0,29.0,0.62,30.0,43.0,73.0,13.0,7.0,11.0,12.7,39.0,72.0,0
Al Eberhard,0.62,0.7,1.33,0.05,-2.3,-0.98,-3.28,-0.12,141.5,327.0,0.42,9.0,31.0,0.31,141.5,327.0,0.42,0.42,89.5,112.25,0.78,67.5,122.5,190.0,43.75,39.5,8.75,15.92,136.0,372.5,2
Al Fleming,-0.1,0.1,0.0,0.02,-4.2,-0.3,-4.5,-0.1,15.0,31.0,0.48,9.0,32.0,0.31,15.0,31.0,0.48,0.48,10.0,17.0,0.59,13.0,17.0,30.0,7.0,0.0,5.0,16.0,16.0,40.0,0
Al Harrington,1.06,1.46,2.54,0.06,-0.7,-1.17,-1.88,0.34,302.75,680.65,0.43,63.75,177.05,0.31,239.0,503.6,0.46,0.47,130.3,178.35,0.71,87.25,234.4,321.65,95.0,50.55,14.6,108.4,178.25,799.55,2
Al Henry,0.15,0.2,0.35,0.04,-0.95,-0.95,-1.85,0.05,34.5,81.0,0.3,11.5,39.0,0.0,34.5,81.0,0.3,0.3,28.0,40.0,0.71,32.0,95.5,74.0,4.0,37.0,8.5,14.7,21.5,97.0,0
Al Horford,3.96,3.09,7.06,0.16,0.73,2.24,2.95,2.72,392.3,742.7,0.53,19.5,56.3,0.34,372.8,686.4,0.54,0.54,119.9,160.3,0.75,147.2,413.6,560.8,192.6,53.4,78.4,103.1,153.7,924.0,1
Al Jefferson,2.8,2.53,5.34,0.13,-0.55,0.4,-0.17,1.13,465.38,933.54,0.5,0.62,4.85,0.07,464.77,928.69,0.5,0.5,152.54,215.15,0.7,155.69,424.85,580.54,101.31,47.08,82.31,91.54,175.46,1083.92,1
Al Skinner,0.29,0.86,1.15,0.04,-2.75,-0.99,-3.74,0.22,126.12,286.62,0.44,4.38,15.62,0.33,126.12,286.62,0.44,0.44,94.12,115.75,0.83,37.5,85.38,122.88,95.12,39.12,12.38,60.58,124.0,346.38,2
Al Thornton,0.51,0.72,1.25,0.04,-2.42,-1.32,-3.75,-0.55,236.62,517.0,0.47,11.62,40.38,0.25,225.0,476.62,0.48,0.48,122.0,163.38,0.75,70.5,147.0,217.5,63.12,33.12,24.88,73.75,140.0,606.88,2
Al Tucker,0.3,0.3,0.6,0.11,-1.8,0.1,-1.7,0.0,52.0,115.0,0.45,0.0,3.0,0.2,52.0,115.0,0.45,0.45,25.0,31.0,0.81,72.0,149.0,73.0,7.0,26.0,19.0,13.9,33.0,129.0,0
Al Wood,1.14,0.91,2.01,0.06,-1.06,-1.62,-2.68,0.01,269.88,579.38,0.45,5.38,26.75,0.17,264.5,552.62,0.46,0.46,124.38,157.75,0.78,63.75,110.75,174.5,100.0,42.62,21.0,80.0,131.5,669.5,2
Al-Farouq Aminu,0.51,1.96,2.5,0.07,-1.81,1.41,-0.39,0.74,199.71,468.71,0.42,43.57,134.57,0.29,156.14,334.14,0.46,0.47,95.0,131.0,0.73,103.86,317.29,421.14,91.29,70.57,43.86,95.29,138.14,538.0,2
Alaa Abdelnaby,0.11,0.69,0.79,-0.0,-5.74,-2.13,-7.89,-0.4,109.22,215.56,0.45,0.0,0.67,0.11,109.22,214.89,0.45,0.45,37.0,52.44,0.68,49.56,94.56,144.11,13.89,12.33,11.89,43.22,86.33,255.44,0
Alan Anderson,0.48,0.46,0.9,0.05,-1.19,-1.76,-2.94,-0.02,105.38,260.5,0.4,41.38,120.38,0.34,64.0,140.12,0.45,0.48,50.5,61.88,0.8,18.88,70.38,89.25,46.38,22.75,3.88,36.25,75.25,302.62,0
Alan Hardy,-0.15,0.15,0.0,-0.02,-5.65,-2.8,-8.45,-0.3,42.0,97.5,0.41,0.0,2.5,0.16,42.0,95.0,0.42,0.41,12.5,19.5,0.66,11.0,15.5,26.5,11.5,5.0,6.5,15.5,22.5,96.5,0
Alan Henderson,1.25,1.08,2.34,0.11,-1.3,-0.56,-1.84,0.08,164.67,351.25,0.49,0.42,2.17,0.18,164.25,349.08,0.49,0.49,94.75,148.17,0.63,118.83,151.92,270.75,33.08,30.33,24.75,59.75,119.67,424.5,2
Alan Ogg,0.0,0.12,0.16,0.12,-3.34,-4.84,-8.2,-0.04,16.0,33.0,0.44,0.0,0.4,0.0,16.0,32.6,0.44,0.44,5.6,9.6,0.68,10.2,18.4,28.6,3.4,2.6,12.2,6.6,27.6,37.6,0
Alan Williams,0.6,0.55,1.15,0.14,-2.15,2.1,-0.1,0.1,74.0,145.5,0.47,0.0,0.5,0.1,74.0,145.0,0.47,0.47,39.5,63.0,0.63,54.0,111.0,165.0,14.0,15.5,18.5,21.5,70.0,187.5,0
Alando Tucker,0.1,0.0,0.08,0.04,-2.52,-5.48,-8.0,-0.14,18.8,44.2,0.42,2.2,8.2,0.24,16.6,36.0,0.46,0.44,12.6,16.2,0.78,7.0,4.8,11.8,4.0,1.0,0.4,4.8,5.6,52.4,0
Albert King,0.2,1.61,1.82,0.06,-1.62,-0.58,-2.18,0.2,301.0,652.78,0.45,6.22,23.22,0.23,294.78,629.56,0.45,0.45,110.67,139.89,0.8,84.44,166.89,251.33,130.11,50.22,21.78,127.89,179.11,718.89,2
Alec Burks,0.95,0.67,1.62,0.07,-0.95,-1.47,-2.45,-0.03,175.5,409.67,0.42,30.17,83.83,0.36,145.33,325.83,0.44,0.46,124.5,165.5,0.76,34.17,112.0,146.17,89.0,30.67,7.67,68.67,95.5,505.67,2
Alec Kessler,-0.15,0.62,0.5,0.06,-3.25,-2.2,-5.45,-0.78,106.25,249.5,0.44,2.5,6.0,0.3,103.75,243.5,0.42,0.47,56.0,75.25,0.75,64.5,123.25,187.75,20.25,9.75,17.75,48.0,112.75,271.0,0
Aleksandar Djordjevic,0.1,0.0,0.1,0.11,-0.4,-3.4,-3.8,0.0,8.0,16.0,0.5,5.0,7.0,0.71,3.0,9.0,0.33,0.66,4.0,5.0,0.8,1.0,4.0,5.0,5.0,0.0,0.0,5.0,3.0,25.0,0
Aleksandar Radojevic,-0.3,0.1,-0.2,-0.16,-10.85,0.55,-10.25,-0.15,4.0,13.0,0.3,0.0,0.0,0.0,4.0,13.0,0.3,0.3,5.0,8.0,0.6,5.5,12.5,18.0,3.5,1.0,1.5,10.0,18.5,13.0,3
Alex Abrines,1.2,0.9,2.1,0.1,-0.3,-2.2,-2.5,-0.1,134.0,341.0,0.39,94.0,247.0,0.38,40.0,94.0,0.43,0.53,44.0,49.0,0.9,18.0,68.0,86.0,40.0,37.0,8.0,33.0,114.0,406.0,2
Alex Acker,-0.1,0.02,-0.05,-0.06,-5.2,-1.52,-6.75,-0.12,16.0,42.0,0.35,3.75,11.25,0.25,12.25,30.75,0.41,0.38,2.5,5.0,0.57,4.25,9.0,13.25,7.0,2.75,2.0,4.5,5.5,38.25,0
Alex Blackwell,-0.1,0.1,0.0,-0.02,-4.9,-1.4,-6.3,-0.1,14.0,42.0,0.33,0.0,3.0,0.0,14.0,39.0,0.36,0.33,6.0,8.0,0.75,10.0,13.0,23.0,7.0,4.0,2.0,5.0,14.0,34.0,3
Alex Bradley,0.1,0.3,0.4,0.05,-2.2,-1.7,-3.9,-0.2,54.0,103.0,0.52,0.0,1.0,0.0,54.0,102.0,0.53,0.52,29.0,48.0,0.6,31.0,34.0,65.0,11.0,12.0,5.0,28.0,37.0,137.0,0
Alex English*,4.75,1.47,6.23,0.12,2.38,-1.2,1.18,2.2,659.53,1302.88,0.5,2.76,10.71,0.25,658.35,1297.65,0.5,0.5,263.94,318.06,0.82,179.24,240.94,420.18,269.12,67.06,52.65,179.28,190.18,1584.18,1
Alex Garcia,-0.1,0.05,-0.1,-0.17,-9.6,-0.55,-10.1,-0.05,9.5,29.5,0.24,2.5,9.0,0.3,7.0,20.5,0.26,0.27,2.0,3.0,0.62,3.5,4.0,7.5,9.0,3.0,0.5,4.5,7.5,23.5,3
Alex Kirk,0.0,0.0,0.0,0.06,-3.0,-4.3,-7.4,0.0,1.0,4.0,0.25,0.0,0.0,0.0,1.0,4.0,0.25,0.25,2.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,4.0,3
Alex Len,0.42,1.5,1.98,0.06,-4.1,1.0,-3.08,-0.15,176.5,379.5,0.46,1.25,5.5,0.18,175.25,374.0,0.47,0.46,104.25,145.5,0.7,128.75,285.5,414.25,44.25,28.25,70.75,86.75,188.25,458.5,2
Alex Poythress,0.2,0.1,0.3,0.1,-0.6,-1.9,-2.5,0.0,25.0,54.0,0.46,6.0,19.0,0.32,19.0,35.0,0.54,0.52,8.0,10.0,0.8,11.0,18.0,29.0,5.0,3.0,2.0,3.0,14.0,64.0,0
Alex Stepheson,0.0,0.07,0.07,0.08,-2.67,0.37,-2.33,0.0,6.0,18.0,0.55,0.0,0.0,0.2,6.0,18.0,0.55,0.55,2.67,8.0,0.24,12.67,6.0,18.67,1.33,0.67,3.33,0.0,8.0,14.67,0
Alex Stivrins,-0.03,0.02,-0.02,-0.19,-10.0,-5.32,-15.32,-0.02,6.5,13.67,0.36,0.0,0.67,0.16,6.5,13.0,0.38,0.36,1.17,2.0,0.65,2.83,4.0,6.83,1.17,0.67,0.67,2.83,4.0,14.17,3
Alexander Johnson,0.3,0.5,0.75,0.05,-3.95,-0.6,-4.55,-0.35,76.0,147.0,0.51,0.0,0.0,0.2,76.0,147.0,0.51,0.51,67.5,100.5,0.67,41.0,96.5,137.5,15.0,19.0,22.5,44.5,108.5,219.5,0
Alexander Volkov,1.3,0.9,2.2,0.08,0.6,-0.3,0.25,0.75,194.0,426.5,0.46,24.0,72.0,0.35,170.0,354.5,0.48,0.49,97.5,159.0,0.61,77.5,114.5,192.0,166.5,51.0,26.0,77.0,172.0,509.5,2
Alexey Shved,0.38,0.5,0.88,0.08,0.45,-2.37,-1.9,0.1,96.33,257.0,0.37,34.83,111.33,0.32,61.5,145.67,0.41,0.44,69.67,90.0,0.79,18.0,57.67,75.67,94.33,23.33,9.17,48.5,41.5,297.17,0
Alexis Ajinca,0.32,0.54,0.88,0.06,-4.18,-0.07,-4.23,-0.07,78.22,157.33,0.47,2.67,8.44,0.12,75.56,148.89,0.48,0.48,29.33,37.0,0.67,40.33,96.11,136.44,17.0,12.56,22.22,29.67,81.56,188.44,0
Alfredrick Hughes,-1.0,0.5,-0.5,-0.03,-4.3,-2.3,-6.5,-1.0,152.0,372.0,0.41,3.0,17.0,0.18,149.0,355.0,0.42,0.41,49.0,84.0,0.58,49.0,64.0,113.0,61.0,26.0,5.0,63.0,79.0,356.0,0
Allan Bristow,1.54,0.99,2.53,0.08,0.03,-0.62,-0.58,0.67,219.67,477.33,0.45,7.78,26.33,0.31,217.89,471.11,0.45,0.46,128.0,160.44,0.79,99.22,191.11,290.33,233.11,54.44,4.44,93.28,148.56,569.11,2
Allan Houston,2.88,1.73,4.6,0.08,0.85,-1.98,-1.12,0.82,444.75,1001.42,0.44,108.75,270.58,0.4,336.0,730.83,0.46,0.49,214.33,248.25,0.86,29.42,173.42,202.83,165.83,47.17,11.58,146.67,171.83,1212.58,1
Allan Ray,0.1,0.5,0.6,0.04,-1.0,-2.5,-3.5,-0.3,100.0,259.0,0.39,48.0,116.0,0.41,52.0,143.0,0.36,0.48,42.0,55.0,0.76,18.0,51.0,69.0,43.0,20.0,3.0,42.0,85.0,290.0,0
Allen Crabbe,1.68,0.78,2.45,0.08,-0.82,-0.9,-1.7,0.35,172.25,377.75,0.43,70.5,171.5,0.4,101.75,206.25,0.45,0.52,54.5,64.25,0.8,13.5,117.25,130.75,59.25,34.5,13.0,36.0,111.75,469.5,2
Allen Iverson*,3.31,2.13,5.43,0.11,2.5,-1.47,1.03,2.3,476.6,1118.45,0.43,57.9,185.2,0.34,418.7,933.25,0.45,0.46,361.75,462.8,0.77,40.7,151.25,191.95,324.4,110.65,9.25,187.0,100.3,1372.85,1
Allen Leavell,1.6,1.38,2.98,0.08,-0.48,-1.44,-1.92,0.35,254.9,566.6,0.44,14.1,60.3,0.22,240.8,506.3,0.47,0.45,144.5,173.3,0.82,29.4,87.0,116.4,333.9,92.9,12.0,132.4,148.9,668.4,2
Allen Murphy,-0.1,0.0,-0.1,-0.23,-8.7,-8.3,-16.9,-0.1,1.0,5.0,0.2,13.0,43.0,0.33,1.0,5.0,0.2,0.2,3.0,7.0,0.43,3.0,1.0,4.0,0.0,0.0,0.0,16.6,5.0,5.0,3
Allie McGuire,0.0,0.0,0.0,0.03,-3.8,-1.8,-5.7,0.0,2.0,4.0,0.5,0.0,3.0,0.33,2.0,4.0,0.5,0.5,0.0,0.0,0.79,0.0,2.0,2.0,1.0,0.0,0.0,13.9,2.0,4.0,0
Alonzo Bradley,-0.1,0.03,-0.07,-0.03,-4.47,-2.93,-7.4,-0.33,61.33,146.67,0.4,4.67,16.0,0.54,61.0,146.33,0.4,0.4,23.67,33.67,0.69,13.0,37.33,50.33,24.67,8.0,2.33,26.67,41.67,146.67,0
Alonzo Gee,0.38,0.55,0.91,0.03,-2.84,0.21,-2.62,0.12,93.0,212.23,0.42,16.62,50.62,0.32,76.38,161.62,0.45,0.45,53.23,70.77,0.7,37.54,88.31,125.85,38.77,34.92,9.69,41.15,72.62,255.85,0
Alonzo Mourning*,2.43,2.91,5.35,0.15,-1.85,2.11,0.24,1.41,306.82,583.12,0.52,1.29,5.24,0.07,305.53,577.88,0.52,0.52,243.47,353.12,0.66,131.59,299.88,431.47,56.71,24.82,142.94,133.29,170.12,858.41,1
Alphonso Ford,-0.25,0.0,-0.15,-0.01,-2.65,-4.05,-6.7,-0.1,8.0,26.0,0.38,0.5,5.0,0.5,7.5,21.0,0.4,0.4,1.0,2.0,0.5,4.0,6.0,10.0,5.0,1.5,0.0,4.5,3.5,17.5,0
Alton Ford,0.07,0.2,0.27,0.03,-6.1,-1.67,-7.73,-0.2,23.33,46.0,0.46,0.0,0.0,0.2,23.33,46.0,0.46,0.46,15.33,22.0,0.52,11.67,29.67,41.33,3.67,2.0,2.67,12.33,38.33,62.0,0
Alton Lister,0.29,1.78,2.08,0.07,-3.67,1.41,-2.27,0.42,142.5,278.44,0.49,0.06,0.5,0.05,142.44,277.94,0.5,0.49,72.78,121.67,0.62,106.17,242.5,348.67,51.83,19.83,84.17,83.22,184.17,357.83,2
Alvan Adams,2.3,3.35,5.65,0.13,1.27,2.21,3.46,3.03,439.15,881.85,0.5,1.85,7.31,0.08,439.0,880.69,0.5,0.5,191.54,243.08,0.79,155.0,378.62,533.62,308.62,99.15,62.15,171.12,247.23,1070.0,1
Alvin Heggs,0.1,0.0,0.1,0.2,-0.5,-7.8,-8.4,0.0,3.0,5.0,0.6,0.0,0.0,0.31,3.0,5.0,0.6,0.6,2.0,3.0,0.67,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,0
Alvin Jones,-0.2,0.3,0.1,0.03,-6.9,2.4,-4.5,-0.1,8.0,20.0,0.4,0.0,0.0,0.0,8.0,20.0,0.4,0.4,10.0,20.0,0.5,13.0,23.0,36.0,3.0,3.0,9.0,11.0,35.0,26.0,0
Alvin Robertson,1.85,2.79,4.63,0.1,1.45,2.17,3.61,3.28,388.25,815.33,0.47,23.0,76.83,0.29,365.25,738.5,0.5,0.49,158.83,214.92,0.72,144.0,217.25,361.25,349.33,188.92,28.42,187.42,238.0,958.33,1
Alvin Scott,0.95,1.91,2.89,0.1,-2.08,1.69,-0.38,0.64,146.38,304.5,0.47,0.5,2.75,0.23,145.88,302.0,0.48,0.48,92.75,126.5,0.74,82.62,166.38,249.0,105.88,50.5,46.38,77.12,129.25,386.0,2
Alvin Sims,-0.1,0.0,-0.1,-0.14,-4.2,-0.4,-4.6,0.0,4.0,10.0,0.4,1.0,1.0,1.0,3.0,9.0,0.33,0.45,2.0,5.0,0.4,3.0,1.0,4.0,5.0,2.0,0.0,6.0,2.0,11.0,0
Alvin Williams,1.09,1.0,2.08,0.0,-3.15,-1.3,-4.43,0.29,162.64,384.73,0.34,19.73,62.91,0.27,142.91,321.82,0.35,0.36,62.73,82.91,0.7,25.09,85.91,111.0,180.0,53.36,10.18,61.91,88.73,407.73,2
Amal McCaskill,-0.2,0.32,0.1,-0.0,-6.35,1.0,-5.35,-0.15,20.25,53.75,0.34,0.0,0.75,0.0,20.25,53.0,0.35,0.34,10.5,17.25,0.65,18.75,34.5,53.25,9.0,6.0,9.0,13.0,33.0,51.0,0
Amar'e Stoudemire,4.11,1.9,6.01,0.16,0.06,-0.62,-0.55,1.06,386.5,718.69,0.53,1.88,8.19,0.14,384.62,710.5,0.53,0.53,267.25,351.88,0.76,133.69,301.38,435.06,68.44,41.56,68.25,126.94,177.88,1042.12,1
Amir Johnson,2.46,1.7,4.18,0.15,0.3,2.26,2.56,1.58,194.92,339.42,0.58,7.08,20.83,0.27,187.83,318.58,0.6,0.6,66.33,98.42,0.7,129.33,221.83,351.17,74.58,38.67,65.17,69.33,190.58,463.25,2
Anderson Varejao,1.5,1.67,3.17,0.13,-1.39,1.95,0.57,0.89,123.8,243.87,0.49,0.07,2.87,0.01,123.73,241.0,0.49,0.49,65.6,103.93,0.65,102.73,207.4,310.13,51.27,36.87,27.67,40.93,113.33,313.27,2
Andrae Patterson,0.1,0.25,0.4,0.12,-0.7,0.25,-0.45,0.05,23.0,50.5,0.6,0.0,2.5,0.1,23.0,48.0,0.61,0.6,14.0,18.0,0.74,15.5,18.0,33.5,8.0,10.0,3.5,11.5,33.0,60.0,0
Andray Blatche,0.57,1.54,2.14,0.06,-1.88,0.73,-1.16,0.59,258.56,553.44,0.45,5.78,24.33,0.23,252.78,529.11,0.47,0.46,111.11,153.33,0.72,115.89,220.11,336.0,88.67,54.67,50.89,101.56,153.56,634.0,2
Andre Barrett,-0.06,0.12,0.06,0.04,-2.56,-2.91,-5.48,-0.12,21.5,58.62,0.4,4.12,16.88,0.22,17.38,41.75,0.45,0.43,5.88,8.0,0.74,5.12,11.88,17.0,32.0,7.25,0.25,11.12,16.62,53.0,0
Andre Brown,-0.07,0.13,0.1,-0.02,-5.8,-1.83,-7.63,-0.23,27.33,53.0,0.4,0.0,0.33,0.13,27.33,52.67,0.41,0.4,11.0,22.0,0.68,23.33,36.0,59.33,3.67,4.67,2.67,16.0,24.33,65.67,0
Andre Drummond,3.08,4.18,7.24,0.15,-0.92,1.74,0.82,1.54,443.2,808.6,0.56,1.0,3.8,0.22,442.2,804.8,0.56,0.56,136.6,358.6,0.38,357.2,632.0,989.2,55.2,95.2,116.0,118.8,236.8,1024.0,1
Andre Emmett,0.05,0.0,0.05,0.03,-5.55,-2.4,-7.9,-0.05,3.0,6.5,0.45,0.0,0.5,0.16,3.0,6.0,0.5,0.45,4.0,6.5,0.61,1.0,3.0,4.0,0.5,1.0,0.5,1.5,3.0,10.0,0
Andre Iguodala,3.6,3.28,6.85,0.13,1.3,1.68,2.97,3.32,349.46,752.0,0.47,69.85,208.08,0.34,279.62,543.92,0.53,0.52,206.85,289.54,0.69,72.38,322.46,394.85,338.15,119.08,35.62,153.15,139.69,975.62,1
Andre McCarter,0.13,0.27,0.37,-0.03,-5.63,-2.13,-7.77,-0.23,56.67,131.33,0.28,3.67,13.67,0.29,56.0,128.67,0.28,0.28,16.67,23.0,0.75,10.67,21.0,31.67,57.33,12.33,0.0,12.27,33.33,130.67,3
Andre Miller,3.05,1.42,4.48,0.11,0.64,-0.76,-0.14,1.34,270.76,585.6,0.48,8.72,39.44,0.24,262.04,546.16,0.49,0.49,175.16,217.76,0.79,61.88,157.36,219.24,388.68,69.52,10.08,141.8,131.6,725.4,1
Andre Moore,-0.07,0.07,0.0,-0.02,-3.73,-0.73,-4.47,0.0,6.0,18.0,0.43,0.0,0.0,0.27,6.0,18.0,0.43,0.43,4.0,5.33,0.58,4.0,5.33,9.33,4.0,1.33,0.67,2.67,4.0,16.0,0
Andre Owens,-0.1,0.2,0.1,0.0,-3.55,-2.35,-5.9,-0.2,33.5,90.5,0.37,10.5,28.0,0.32,23.0,62.5,0.37,0.42,18.5,26.0,0.7,12.0,22.0,34.0,27.5,9.0,1.5,18.5,31.0,96.0,0
Andre Roberson,0.9,1.72,2.62,0.09,-1.52,1.85,0.35,0.85,119.0,251.5,0.48,25.0,96.25,0.24,94.0,155.25,0.6,0.52,27.5,55.75,0.55,68.25,182.25,250.5,52.75,54.75,40.0,37.75,138.0,290.5,2
Andre Spencer,0.25,0.2,0.47,0.03,-3.6,0.0,-3.62,0.02,41.67,93.67,0.38,0.0,0.67,0.21,41.67,93.0,0.38,0.38,32.0,43.67,0.74,22.67,28.67,51.33,15.33,12.0,4.67,15.67,35.67,115.33,0
Andre Turner,-0.11,0.3,0.19,-0.12,-7.96,-1.49,-9.46,-0.16,39.75,95.62,0.36,1.75,7.62,0.11,38.0,88.0,0.39,0.37,17.88,23.25,0.83,8.25,25.62,33.88,69.75,18.12,0.38,28.0,26.38,99.12,3
Andre Wakefield,-0.65,0.15,-0.5,-0.18,-10.25,-2.68,-12.95,-0.43,32.5,92.25,0.28,5.5,19.75,0.33,32.5,92.25,0.28,0.28,24.75,35.25,0.79,12.5,26.5,39.0,35.75,9.75,1.0,38.5,38.25,89.75,3
